NIK,nama,tempat_lahir,tanggal_lahir,jenis_kelamin,golongan_darah,alamat,agama,status_perkawinan,pekerjaan,kewarganegaraan
1619479486368146,Gading Mansur,Sabang,1986-10-12,Laki-Laki,B,"Jalan Wonoayu No. 561
Pariaman, Nusa Tenggara Timur 40129",Hindu,belum menikah,Pelajar,WNA
5136963175136021,Vanya Jailani,Pematangsiantar,1922-01-25,Laki-Laki,A,"Jalan Joyoboyo No. 7
Bau-Bau, SN 22437",Kristen,belum menikah,Karyawan Swasta,WNA
1779047147241723,Kawaya Nuraini,Lubuklinggau,1936-10-10,Laki-Laki,AB,"Gg. Jakarta No. 742
Langsa, Kalimantan Selatan 61717",Konghucu,cerai,Karyawan Swasta,WNA
0286442716724891,"Samiah Padmasari, M.Ak",Tarakan,1998-06-30,Laki-Laki,AB,"Jl. Dr. Djunjunan No. 3
Sibolga, DI Yogyakarta 04688",Konghucu,menikah,Karyawan Swasta,WNA
7678389729381863,"Drs. Muhammad Prasasta, S.Kom",Probolinggo,1954-11-01,Laki-Laki,A,"Jalan Ahmad Dahlan No. 9
Serang, Aceh 17812",Kristen,belum menikah,Tidak Bekerja,WNI
8211606906045711,Zamira Aryani,Bengkulu,1917-07-19,Laki-Laki,AB,"Gang Raya Ujungberung No. 479
Batam, NT 12855",Buddha,menikah,Pelajar,WNI
8781398776491620,Pranata Zulkarnain,Cirebon,1980-05-24,Perempuan,A,"Gang Merdeka No. 874
Binjai, SR 99655",Islam,belum menikah,Tidak Bekerja,WNI
7790748521718411,Fitriani Hartati,Semarang,2007-02-14,Laki-Laki,AB,"Gg. Medokan Ayu No. 4
Medan, BA 66699",Hindu,menikah,Tidak Bekerja,WNI
4969070020328476,"Usman Firmansyah, M.TI.",Bontang,1958-09-17,Perempuan,O,"Gg. Lembong No. 500
Payakumbuh, SB 91671",Kristen,belum menikah,PNS,WNI
9119607490980635,"Puti Icha Pradana, M.Pd",Madiun,1967-11-08,Laki-Laki,O,"Jl. Wonoayu No. 916
Prabumulih, MA 74749",Katolik,cerai,Pelajar,WNA
4781251256995599,"drg. Kania Marbun, S.Kom",Jambi,1961-05-31,Laki-Laki,AB,"Jalan Indragiri No. 93
Bandar Lampung, Kepulauan Riau 23917",Islam,belum menikah,Mahasiswa,WNA
3634757193085597,Dt. Eko Irawan,Medan,2017-06-07,Perempuan,A,"Jl. Raya Ujungberung No. 4
Cimahi, Maluku 27809",Kristen,belum menikah,PNS,WNA
0855568170383115,R.A. Maida Firgantoro,Bengkulu,1917-01-20,Perempuan,AB,"Gang Cikutra Timur No. 66
Padang, Kepulauan Bangka Belitung 31223",Katolik,cerai,Tidak Bekerja,WNI
2141255090534075,Tgk. Dina Suwarno,Dumai,1921-10-14,Laki-Laki,O,"Gang R.E Martadinata No. 25
Mataram, Sulawesi Utara 82241",Islam,cerai,Pelajar,WNI
3832215609762816,Ir. Ida Budiman,Lubuklinggau,1980-01-03,Perempuan,AB,"Jl. K.H. Wahid Hasyim No. 963
Banjar, SN 23673",Hindu,cerai,PNS,WNA
7773708083930922,Jagaraga Wijayanti,Kota Administrasi Jakarta Utara,1917-12-27,Laki-Laki,A,"Gg. K.H. Wahid Hasyim No. 338
Cirebon, SB 07355",Buddha,cerai,Karyawan Swasta,WNI
3600401093165280,"dr. Ajeng Budiyanto, S.H.",Sibolga,1949-12-16,Perempuan,O,"Jalan Pasteur No. 879
Pontianak, KU 97391",Katolik,menikah,Karyawan Swasta,WNI
6531649788660323,Bella Susanti,Bontang,1978-01-07,Laki-Laki,B,"Jalan Waringin No. 05
Jambi, YO 26937",Katolik,menikah,Pelajar,WNI
4150732861149789,Adiarja Wastuti,Kota Administrasi Jakarta Pusat,2003-03-06,Laki-Laki,O,"Gg. Erlangga No. 51
Purwokerto, DI Yogyakarta 96658",Hindu,menikah,Tidak Bekerja,WNA
8868520584035853,"R.A. Putri Iswahyudi, S.Kom",Pontianak,1975-07-20,Perempuan,B,"Gang Bangka Raya No. 0
Sungai Penuh, BT 91891",Katolik,menikah,Tidak Bekerja,WNA
9140429970786838,"Dalimin Sitorus, M.TI.",Tasikmalaya,1946-02-19,Laki-Laki,AB,"Gang Moch. Toha No. 44
Banjarbaru, KT 78227",Kristen,belum menikah,Mahasiswa,WNI
8362175711992807,Zaenab Gunawan,Padang Sidempuan,1947-11-19,Perempuan,O,"Jl. Dipatiukur No. 16
Ternate, Kalimantan Utara 75708",Katolik,belum menikah,Mahasiswa,WNI
5833854557075953,Artanto Nuraini,Surakarta,1938-05-16,Laki-Laki,B,"Jalan Waringin No. 3
Pasuruan, PB 87162",Islam,menikah,Pelajar,WNI
9352942016511770,"Ir. Cindy Budiyanto, M.Farm",Banjarbaru,1999-06-02,Perempuan,B,"Jalan Pasteur No. 2
Tarakan, Sulawesi Selatan 78762",Katolik,menikah,Mahasiswa,WNA
8154387280646850,Tgk. Hesti Pradipta,Tegal,1925-09-08,Perempuan,O,"Jalan Dipatiukur No. 42
Kota Administrasi Jakarta Pusat, Aceh 47571",Buddha,menikah,Wiraswasta,WNI
3558749726779983,Uchita Sihotang,Subulussalam,1996-07-02,Laki-Laki,O,"Jl. Dipenogoro No. 4
Banjar, BE 27094",Hindu,belum menikah,Pelajar,WNA
6222622653877475,"Jessica Habibi, M.Farm",Balikpapan,1957-05-04,Laki-Laki,A,"Gg. Laswi No. 326
Tanjungpinang, Sulawesi Selatan 78542",Hindu,cerai,Mahasiswa,WNA
6631056781837217,Ihsan Wulandari,Sawahlunto,1995-07-14,Perempuan,O,"Gg. Gedebage Selatan No. 86
Banjarmasin, Maluku Utara 05876",Islam,belum menikah,Pelajar,WNI
0075625588877854,R. Diah Zulaika,Palembang,1930-02-03,Perempuan,O,"Gg. Jayawijaya No. 20
Jayapura, Maluku Utara 25071",Islam,menikah,Mahasiswa,WNA
4471968064412056,Jefri Rajata,Bekasi,1978-07-23,Laki-Laki,A,"Jl. Cikutra Timur No. 0
Salatiga, Sulawesi Utara 08692",Islam,menikah,PNS,WNI
8207952541999867,Cengkir Ardianto,Medan,1984-08-29,Perempuan,B,"Gg. Sentot Alibasa No. 9
Solok, LA 77348",Buddha,cerai,Wiraswasta,WNA
9759345407895341,"Kamila Dabukke, S.Pd",Kota Administrasi Jakarta Utara,1979-03-30,Perempuan,A,"Gang Veteran No. 65
Serang, Gorontalo 88094",Kristen,belum menikah,Karyawan Swasta,WNA
6525963872822969,Dartono Namaga,Gorontalo,2024-01-29,Laki-Laki,AB,"Gang K.H. Wahid Hasyim No. 915
Metro, Bengkulu 39591",Konghucu,cerai,Wiraswasta,WNA
6926517458704327,"Gangsa Rahayu, S.T.",Banjarmasin,1922-11-26,Perempuan,O,"Gang S. Parman No. 1
Cilegon, Sulawesi Selatan 42885",Buddha,belum menikah,Tidak Bekerja,WNI
3308933480999719,"Faizah Napitupulu, S.Farm",Langsa,1972-05-23,Perempuan,O,"Jalan Joyoboyo No. 3
Meulaboh, JI 15107",Kristen,menikah,Tidak Bekerja,WNA
4029795555720391,Novi Lazuardi,Singkawang,2017-12-23,Laki-Laki,AB,"Gang Moch. Toha No. 69
Lubuklinggau, SR 82679",Konghucu,belum menikah,Tidak Bekerja,WNA
2714073739969185,Tania Utama,Cimahi,1924-01-13,Perempuan,B,"Gang Ciumbuleuit No. 09
Padangpanjang, NB 32978",Konghucu,belum menikah,PNS,WNI
1379033811451025,"dr. Safina Dongoran, S.Gz",Bitung,1987-09-07,Laki-Laki,AB,"Gang Jayawijaya No. 499
Denpasar, GO 67258",Hindu,belum menikah,Tidak Bekerja,WNA
5267302645696994,"Uchita Kusumo, S.Pd",Mataram,1908-09-04,Laki-Laki,AB,"Gang Siliwangi No. 326
Sukabumi, Riau 37666",Konghucu,cerai,Tidak Bekerja,WNI
9145010613554863,Zamira Suryono,Langsa,1987-01-30,Laki-Laki,A,"Jl. HOS. Cokroaminoto No. 01
Kota Administrasi Jakarta Selatan, Banten 25946",Hindu,cerai,PNS,WNA
2554297864951906,Anastasia Fujiati,Padang,1950-05-01,Laki-Laki,O,"Gang Jend. A. Yani No. 52
Pontianak, Sulawesi Barat 17718",Buddha,menikah,Wiraswasta,WNI
6725887488625456,Ella Simbolon,Metro,1981-12-12,Perempuan,O,"Jl. Cihampelas No. 87
Padang, KB 05189",Katolik,belum menikah,PNS,WNI
9781763923983730,drg. Vanesa Siregar,Dumai,1973-11-19,Laki-Laki,AB,"Jalan Kiaracondong No. 5
Dumai, Jawa Timur 34527",Islam,menikah,Mahasiswa,WNI
4313285508982127,Gangsa Safitri,Pasuruan,1983-04-17,Perempuan,AB,"Gang Gardujati No. 61
Blitar, ST 80314",Konghucu,menikah,Wiraswasta,WNI
9971621254581578,"Tgk. Latika Sinaga, S.H.",Malang,1949-05-19,Laki-Laki,B,"Jl. H.J Maemunah No. 0
Sorong, MA 69976",Hindu,belum menikah,Mahasiswa,WNI
6672444150467760,"Tgk. Yuliana Hartati, M.Pd",Kota Administrasi Jakarta Barat,1935-09-22,Perempuan,O,"Jalan Siliwangi No. 9
Bontang, SU 76160",Hindu,menikah,Pelajar,WNI
6592690193639673,"Mursinin Yulianti, S.IP",Lhokseumawe,1958-05-19,Perempuan,B,"Jl. Ciwastra No. 02
Kota Administrasi Jakarta Pusat, JK 23179",Konghucu,cerai,Karyawan Swasta,WNI
4255138629898057,Halim Natsir,Samarinda,1938-06-23,Perempuan,O,"Gang Suniaraja No. 8
Cimahi, JB 03867",Hindu,cerai,Mahasiswa,WNI
8274339430227461,R. Bahuwirya Pradana,Tual,2008-12-12,Laki-Laki,O,"Jalan Kiaracondong No. 703
Binjai, SG 88983",Islam,menikah,Tidak Bekerja,WNI
1126791773130815,Usyi Waluyo,Bitung,1920-03-12,Perempuan,A,"Gang Ahmad Dahlan No. 86
Bogor, MU 18801",Buddha,cerai,Wiraswasta,WNI
8322486667070908,Siti Zulaika,Solok,1915-07-02,Laki-Laki,B,"Jl. Joyoboyo No. 1
Tangerang, NT 30371",Katolik,cerai,Pelajar,WNI
8977632492928269,Gabriella Halim,Medan,1985-09-06,Perempuan,A,"Gg. Soekarno Hatta No. 0
Madiun, KS 27756",Konghucu,cerai,Wiraswasta,WNI
7041091550882814,"Tgk. Kasiran Prasetyo, S.Sos",Cirebon,1956-11-25,Laki-Laki,B,"Gang Cempaka No. 90
Madiun, Kepulauan Riau 56139",Hindu,belum menikah,Wiraswasta,WNA
4348328026386856,"R.A. Putri Riyanti, M.M.",Probolinggo,1924-05-08,Perempuan,A,"Gg. Cempaka No. 67
Tegal, ST 36821",Buddha,menikah,Karyawan Swasta,WNA
7827081519629391,"Nardi Fujiati, S.Pd",Palembang,1951-09-26,Laki-Laki,B,"Jl. Sukajadi No. 1
Tangerang, JT 09749",Buddha,cerai,PNS,WNI
1492433488276955,Maya Simbolon,Jambi,1993-07-11,Laki-Laki,B,"Jl. Sukajadi No. 3
Tegal, ST 09579",Islam,belum menikah,Tidak Bekerja,WNI
0245312754654306,drg. Lalita Susanti,Magelang,1928-03-18,Laki-Laki,O,"Gang Rungkut Industri No. 57
Subulussalam, LA 99835",Buddha,belum menikah,Pelajar,WNA
8553128305787123,"Dwi Handayani, S.Farm",Parepare,1910-04-23,Laki-Laki,B,"Gang Cihampelas No. 7
Binjai, DKI Jakarta 63424",Konghucu,cerai,Mahasiswa,WNI
9484219082567855,Ilsa Saragih,Dumai,2002-03-25,Laki-Laki,B,"Jalan Pasteur No. 241
Bogor, Kalimantan Tengah 80404",Islam,cerai,Karyawan Swasta,WNI
2310286914270824,Atma Maryati,Banjarbaru,1941-11-25,Laki-Laki,AB,"Gang Ciwastra No. 45
Kota Administrasi Jakarta Pusat, Papua Barat 63005",Katolik,belum menikah,Mahasiswa,WNA
8905255941835716,Clara Marpaung,Denpasar,1969-12-21,Perempuan,AB,"Gg. R.E Martadinata No. 42
Jayapura, Banten 79951",Buddha,belum menikah,Karyawan Swasta,WNA
9737997265900697,Syahrini Laksita,Bukittinggi,1957-03-13,Laki-Laki,O,"Gang K.H. Wahid Hasyim No. 92
Tangerang Selatan, Jambi 66123",Konghucu,cerai,Tidak Bekerja,WNA
3772663444651268,"Ami Nurdiyanti, S.Kom",Tasikmalaya,1952-09-22,Perempuan,B,"Gg. Sukabumi No. 8
Medan, MA 56217",Katolik,belum menikah,Pelajar,WNI
4797139408674829,dr. Fitria Sudiati,Kota Administrasi Jakarta Selatan,2023-07-25,Laki-Laki,O,"Gang Jend. Sudirman No. 182
Pekalongan, SU 40773",Hindu,belum menikah,Karyawan Swasta,WNA
5581080735438110,"Eluh Kuswandari, S.Kom",Bandar Lampung,1995-09-20,Perempuan,AB,"Jalan Kutisari Selatan No. 1
Sabang, BB 64841",Katolik,cerai,PNS,WNI
2359407334552217,Ayu Utami,Sibolga,1926-03-16,Laki-Laki,O,"Jalan Gedebage Selatan No. 1
Tebingtinggi, SN 96329",Kristen,menikah,Karyawan Swasta,WNA
1114581291358550,Jarwadi Permata,Manado,1965-06-07,Perempuan,AB,"Jalan Peta No. 9
Singkawang, SU 05251",Buddha,cerai,Wiraswasta,WNA
2928636480008709,Halima Widiastuti,Kota Administrasi Jakarta Timur,1964-04-24,Perempuan,AB,"Jalan Raya Setiabudhi No. 6
Pangkalpinang, Jawa Timur 14483",Kristen,menikah,Wiraswasta,WNI
6010938654604589,"Ir. Virman Salahudin, S.Gz",Tidore Kepulauan,1920-01-14,Perempuan,O,"Jl. Kebonjati No. 081
Sibolga, JA 12186",Kristen,cerai,Mahasiswa,WNI
